mid,name,rating,director
113933,"Pyx,2.50,Harvey Hart
113938,Nixon by Nixon: In His Own Words (2014),3.33,
113943,House of Women (1962),3.00,
48407,"Conqueror,2.00,Dick Powell
113945,"Dangerous Profession,3.00,Ted Tetzlaff
113947,"Lady of Chance,5.00,
48412,"Guardian,3.50,Andrew Davis
0,Aaron Loves Angela (1975),?,
48414,Open Season (2006),3.05,Roger Allers
113951,Alamo Bay (1985),3.50,Louis Malle
48416,School for Scoundrels (2006),3.00,Todd Phillips
113953,Ann Carver's Profession (1933),2.50,
113955,Beauty and the Boss (1932),2.50,
48427,Romy and Michele: In the Beginning (2005),1.50,Robin Schiff
113968,2081 (2009),3.67,Chandler Tuttle
113970,Mi Amigo Hugo (2014),3.50,
113972,"Dreamworlds II: Desire,4.50,
113974,Happy We (Två killar och en tjej) (1983),3.25,
113976,Slow Southern Steel (2011),2.50,Chris Terry
113981,Blazing Guns (1943),3.00,
113983,Boy of the Streets (1937),3.00,William Nigh
48458,Sidewalks of London (St. Martin's Lane) (1938),2.75,Tim Whelan
113997,Prince of the Sun: The Great Adventure of Horus (Taiyou no ouji Horusu no daibouken) (1968),2.00,Isao Takahata
113999,Anna: 6-18 (Anna: Ot shesti do vosemnadtsati) (1994),4.00,Nikita Mikhalkov
114001,"Things I Like,2.50,Jean-Pierre Jaunet
114003,"Return to Homs,3.62,Talal Derki
114007,Before I Go to Sleep (2014),3.19,Rowan Joffe
114009,PAY 2 PLAY: Democracy's High Stakes (2014),4.00,John Wellington Ennis
114011,"New Rulers of the World,5.00,
114013,Atlas Shrugged: Who Is John Galt? (Atlas Shrugged: Part III) (2014),2.57,Brian Patrick O'Toole
114015,"Great King,3.00,Veit Harlan
114017,Career (1959),3.00,Joseph Anthony
114028,Pride (2014),3.87,Matthew Warchus
114033,Into the Storm (2014),2.91,Steven Quale
114035,"Calling,3.50,Jason Stone
48501,G.O.R.A. (2004),2.56,Omer Faruk Sorak
114040,Aftermath (2012),2.50,Peter Engert
114042,Third Person (2013),3.06,Paul Haggis
114044,Honeymoon (2014),2.41,Leigh Janiak
114046,God's Pocket (2014),3.12,John Slattery
114048,Tennessee Johnson (1942),1.25,
48516,"Departed,4.11,Martin Scorsese
48518,"Texas Chainsaw Massacre: The Beginning,2.55,Jonathan Liebesman
48520,Employee of the Month (2006),2.83,Greg Coolidge
48522,Stormbreaker (Alex Rider: Operation Stormbreaker) (2006),2.83,Geoffrey Sax
114060,"Drop,3.49,Michael R. Roskam
114062,"Motel Life,3.50,Alan Polsky
48528,Sirocco (1951),2.81,Curtis Bernhardt
114064,Pharaoh's Curse (1957),2.00,Lee Sholem
48530,"Hawaii,3.25,Erik Poppe
114066,"20,3.58,Iain Forsyth
114068,Captivated (2014),3.75,Jeremiah Zagar
114070,"Good Job:  Stories of the FDNY,3.75,
48536,Dante's Inferno (1935),2.94,Harry Lachman
114072,Cheech and Chong's Animated Movie (2013),2.50,Branden Chambers
114074,"Skeleton Twins,3.47,Rian Johnson
48543,Antibodies (Antikörper) (2005),3.39,Christian Alvart
114078,Seinto Seiya: Legend of Sanctuary (Seinto Seiya: Legend of Sanctuary) (2014),2.33,Kei'ichi Sato
114082,Bambi Meets Godzilla (1969),3.56,Marv Newland
114085,"Return to Salem's Lot,2.83,Larry Cohen
114087,Advance to the Rear (1964),3.00,George Marshall
48555,Dr. Cyclops (1940),3.00,Ernest B. Schoedsack
114093,Camel Spiders (2011),0.50,
0,Carnegie Hall (1947),?,Edgar G. Ulmer
48560,Running With Scissors (2006),3.14,Ryan Murphy
48567,Dillinger (1945),3.30,Max Nosseck
48575,Brute Force (1947),3.53,Jules Dassin
114119,Very Ordinary Couple (Yeonaeui Wondo) (2013),3.50,Deok Roh
48584,Ellie Parker (2005),2.95,Scott Coffey
114122,Dim Sum: A Little Bit of Heart (1985),3.50,Wayne Wang
114124,Newsfront (1978),2.75,Phillip Noyce
48591,"Grudge 2,2.48,Takashi Shimizu
114126,Beautiful Losers (2008),4.00,Aaron Rose
48593,Man of the Year (2006),2.96,Barry Levinson
0,Bullies (1986),?,Paul Lynch
114130,"20,2.83,Rod Hardy
48596,"Marine,2.41,John Bonito
48598,Infamous (2006),3.53,Dogulas McGrath
48600,One Night with the King (2006),3.16,Michael O. Sajbel
114138,Carry on Spying (Agent Oooh!) (1964),3.50,
114140,Carson City (1952),3.00,Andre De Toth
114142,Cast a Dark Shadow (Angel) (1955),3.00,Lewis Gilbert
114146,Castle in the Desert (Charlie Chan in Castle in the Desert) (1942),3.00,Harry Lachman
114161,Aftermath: Population Zero (2008),3.50,Christopher Rowley
48626,Once in a Lifetime: The Extraordinary Story of the New York Cosmos (2006),2.83,
114164,Grassroots (2012),2.25,Stephen Gyllenhaal
114166,"Groundstar Conspiracy,2.50,Lamont Johnson
114170,Tattoo Nation (2013),4.00,Eric Schwartz
114172,"Shamrock Handicap,4.00,
48638,Fellini's Casanova (Il Casanova di Federico Fellini) (1976),3.36,Federico Fellini
114174,American Dreams in China (2013),2.50,
114177,"Naked Face,3.50,
48642,"Howards of Virginia,3.12,Frank Lloyd
114180,"Maze Runner,3.38,Wes Ball
114182,No Good Deed (2014),2.88,Sam Miller
48647,"Last Bolshevik,4.20,Chris Marker
114184,Camp X-Ray (2014),3.42,Peter Sattler
48649,Chapayev (1934),3.14,Georgi Vasilyev
114186,Hori Smoku Sailor Jerry: The Life of Norman K. Collins (2008) ,4.00,Erich Weiss
114188,Men Without Women (1930),3.00,John Ford
114191,Below Sea Level (2008),3.50,
114193,Hollywood and The Pentagon: A Dangerous Liaison (2003),5.00,
114195,Power and Terror: Noam Chomsky in Our Times (2002),2.83,John Junkerman
48660,"Elementary Particles,3.56,Oskar Roehler
114197,Noam Chomsky: Distorted Morality (2003),3.50,
114199,"Beast at Bay,3.00,
48673,Kummelin jackpot (2006),2.74,Pekka Karjalainen
48678,Feast (2005),3.24,Patrick Osborne
114214,Mishen (Target) (2011),5.00,Alexander Zeldovich
114217,Castle on the Hudson (1940),3.00,
48682,Offside (2006),3.51,Jafar Panahi
48696,Little Children (2006),3.80,Todd Field
114232,Marilena de la P7 (2006),3.50,Cristian Nemescu
48698,Deliver Us from Evil (2006),3.82,Amy Berg
114234,"Uncle Marin,2.50,Sergiu Nicolaescu
48700,Marie Antoinette (1938),3.68,Van Dyke
114236,"Obama Deception: The Mask Comes Off,3.50,
114238,Homevideo (2011),4.00,Kilian Riedhof
48704,F.I.S.T. (1978),2.73,Norman Jewison
114240,Aladdin (1992),3.43,
114242,Sharknado 2: The Second One (2014),1.81,
114244,"Riot Club,2.53,Lone Scherfig
48711,Facing the Giants (2006),3.58,Alex Kendrick
114246,"Walk Among the Tombstones,3.22,Scott Frank
114248,"Galapagos Affair: Satan Came to Eden,2.56,Dayne Goldfine
48713,Mr. Conservative: Goldwater on Goldwater (2006),3.12,Julie Anderson
114250,My Old Lady (2014),3.65,Israel Horovitz
48715,Broadway Bill (1934),2.90,Frank Capra
114252,Thomasine & Bushrod (1974),3.00,Gordon Parks
114254,1971 (2014),5.00,Johanna Hamilton
114256,"Other One,2.50,Josef Steiff
114261,Affluenza (2014),1.00,
114263,700 Sundays (2014),4.00,Des McAnuff
114265,Laggies (2014),3.38,Lynn Shelton
114267,"Confession,4.00,Costa-Gavras
114269,"Well Spent Life,3.50,
114271,Hot Pepper (1973),4.25,
114273,Bethlehem (2013),3.50,Yuval Adler
48738,"Last King of Scotland,3.90,Kevin Macdonald
114277,God Help the Girl (2014),3.44,Stuart Murdoch
48741,"U.S. vs. John Lennon,3.57,David Leaf
48744,Shortbus (2006),3.57,John Cameron Mitchell
114280,Misconception (2014),2.50,Jessica Yu
114282,"Last Season,2.00,Sara Dosa
114292,Cause for Alarm! (1951),3.00,Tay Garnett
48770,3 Blind Mice (2003),2.62,Mathieu Ledoux
48774,Children of Men (2006),3.90,Alfonso Cuaron
48780,"Prestige,4.04,Christopher Nolan
48783,Flags of Our Fathers (2006),3.50,Clint Eastwood
114327,External Affairs (1999),3.00,
48791,Flicka (2006),2.76,Michael Mayer (VI)
114329,What We Did on Our Holiday (2014),3.83,Andy Hamilton
114331,Fall of the Republic: The Presidency of Barack H. Obama (2009),1.67,
114333,Kivski Freski (1966),3.50,
114335,La cravate (1957),2.75,Alejandro Jodorowsky
114337,Dead Within (2014),1.50,Ben Wagner
114340,Free Range (Ballaad maailma heakskiitmisest) (2013),3.75,Veiko Ounpuu
114342,Force Majeure (Turist) (2014),3.70,Ruben Ostlund
48817,Sleeping Dogs Lie (a.k.a. Stay) (2006),2.90,Bobcat Goldthwait
48820,After Five in the Jungle (Nach Fünf im Urwald) (1995),3.00,
48825,9th Company (2005),3.35,Fyodor Bondarchuk
114363,My Life in Orange (Sommer in Orange) (2011),4.00,
114367,Brother's War (2009),2.00,Jerry Buteyn
114369,"Soldier's Tale,3.00,Larry Parr
48833,Jade Warrior (Jadesoturi) (2006),3.12,Antti-Jussi Annila
114371,"Lonely Villa,3.00,
114373,Spasmo (1974),3.00,Umberto Lenzi
114376,"Musketeers of Pig Alley,2.33,
114378,CBGB (2013),3.25,Randall Miller
0,Centennial (1978),?,
48851,Spies (Spione) (1928),3.41,Fritz Lang
48856,"Guide to Recognizing Your Saints,3.61,Dito Montiel
114392,"Homesman,3.32,Tommy Lee Jones
114394,"Center Stage (Ruan Lingyu) (Actress,3.00,Stanley Kwan
114396,Cesar Chavez (2014),2.79,Diego Luna
114398,Chad Hanna (1940),3.00,Henry King
48863,Azumi 2: Death or Love (2005),2.88,Shusuke Kaneko
114400,Chain Lightning (1950),3.25,
48872,13 Tzameti (2005),3.79,Gela Babluani
48877,Saw III (2006),2.88,Darren Lynn Bousman
48879,Catch a Fire (2006),3.40,Phillip Noyce
0,"Average Little Man,?,Mario Monicelli
48883,Death of a President (2006),3.15,Gabriel Range
114420,When Eight Bells Toll (1971),3.00,Etienne Perier
114426,Trailer Park Boys: Don't Legalize It (2014),3.23,Mike Clattenburg
114431,"Monkey's Teeth (Dents du singe,3.00,
48895,Little Secrets (2001),2.74,Blair Treu
114433,"Dead Times (Temps morts,4.00,
48899,"Man of Straw (Untertan,4.00,
48901,Corto Maltese in Siberia (Corto Maltese - La cour secrète des Arcanes) (2002),3.05,Pascal Morelli
114436,"World of Kanako,2.67,
114439,"November Man,2.91,Roger Donaldson
48909,5 Fingers (1952),3.43,Joseph L. Mankiewicz
114453,My Girlfriend Is an Agent (Chilgeup gongmuwon) (2009),3.50,Sin Tae-ra
114455,"Night They Raided Minsky's,3.75,William Friedkin
114457,Cold Turkey (1971),3.75,Norman Lear
114459,White Bird in a Blizzard (2014),3.25,Gregg Araki
114461,"Snails,3.00,
114464,Helter Skelter (1976),3.50,Tom Gries
48943,The Butterfly Effect 2 (2006),2.62,John R. Leonetti
114486,"Electric Boogaloo: The Wild,3.57,Mark Hartley
114489,"Occupants,1.50,Todd Alcott
48957,"Charge of the Light Brigade,3.07,Michael Curtiz
114492,Not Cool (2014),2.83,Shane Dawson
114494,Who Am I (Kein System Ist Sicher) (2014),3.50,Baran bo Odar
114497,Wer (2013),3.00,William Brent Bell
114503,"First Case,4.00,
48970,Platform (Zhantai) (2000),3.28,Zhang Ke Jia
48972,Lunacy (Sílení) (2006),3.25,Jan Svankmajer
114510,Gang Tapes (2001),3.50,
114514,Corpo Celeste (2011),4.00,Alice Rohrwacher
48982,Flushed Away (2006),3.43,David Bowers
48997,Perfume: The Story of a Murderer (2006),3.67,Tom Tykwer
114535,Rovaniemen markkinoilla (1951),3.75,Jorma Nortimo
49007,Arabesque (1966),3.27,Stanley Donen
49013,"Santa Clause 3: The Escape Clause,2.40,Michael Lembeck
114550,When Animals Dream (Når dyrene drømmer) (2014),3.50,Jonas Alexander Arnby
49016,"Long Weekend,2.07,
114552,"Boxtrolls,3.43,Anthony Stacchi
114554,"Tale of Princess Kaguya,3.62,Isao Takahata
114556,Forbidden City Cop (Dai lap mat tam 008) (1996),3.00,Stephen Chow
114561,"Girl on the Train,1.00,Larry Brand
114563,Gore Vidal: The United States of Amnesia (2013),2.30,Nicholas Wrathall
114565,Double Play: James Benning and Richard Linklater (2013),3.00,Gabe Klinger
114567,Looking for Maria Sanchez (2013),3.00,Bruno Irizarry
114569,"Bullet for Joey,3.00,Lewis Allen
49035,Daddy Long Legs (1955),3.29,Jean Negulesco
49037,Hi Tessa (Czesc Tereska) (2001),3.53,Robert Glinski
114577,Africa: Texas Style (1967),3.00,Andrew Marton
114583,How Wang-Fo Was Saved (Comment Wang-Fo fut sauvé) (1987),3.50,
114585,"Captive,2.50,
49050,All the Invisible Children (2005),3.62,John Woo
114587,Glumov's Diary (Dnevnik Glumova) (1923),3.25,
114591,Nine Lives (Ni liv) (1957),3.50,Arne Skouen
114593,"Chasers,4.00,Erik Lochen
114595,"Bridal Party in Hardanger,3.50,Rasmus Breistein
49060,Ocean Waves (Umi ga kikoeru) (1993),3.25,Tomomi Mochizuki
114599,The Empty Hours (2013),3.00,Aaron Fernandez
49063,Mad Dogs & Englishmen (1971),4.50,
114601,This Is Where I Leave You (2014),3.32,Shawn Levy
114604,"50 Worst Movies Ever Made,2.75,
49079,Four Daughters (1938),2.89,Michael Curtiz
114617,Murph: The Protector (2013),2.25,Scott Mactavish
49082,Arizona (1940),2.75,Wesley Ruggles
49085,"Big City,4.00,Satyajit Ray
0,Alice (2005),?,
114624,"Barbary Coast Gent (Gold Town) (Honest Thief,3.00,
114627,Angel's Egg (Tenshi no tamago) (1985),2.75,Mamoru Oshii
114629,"Park Avenue: Money,4.00,Alex Gibney
114631,"Koumiko Mystery,4.00,Chris Marker
114633,Junkopia (1981),3.00,John Chapman
114635,"Look of Silence,4.00,Joshua Oppenheimer
49098,"World,3.00,Ranald MacDougall
114640,51 (2011),1.70,Jason Connery
49110,Mom and Dad Save the World (1992),2.60,Greg Beeman
49115,"Boynton Beach Bereavement Club,2.80,Susan Seidelman
114652,"Case of the Grinning Cat,2.67,Chris Marker
49121,Farce of the Penguins (2006),2.75,Bob Saget
114659,Cabin Fever: Patient Zero (2014),2.00,Kaare Andrews
49123,Emmet Otter's Jug-Band Christmas (1977),3.48,Jim Henson
114662,American Sniper (2014),3.50,Clint Eastwood
49130,"Good Year,3.47,Ridley Scott
114667,Fort Bliss (2014),2.50,Claudia Myers
49132,Shut Up & Sing (2006),3.63,
114670,Tusk (2014),2.52,Kevin Smith
114673,Arrapaho (1984),1.50,
114676,Protector (Protektor) (2009),3.50,Marek Najbrt
114678,Hector and the Search for Happiness (2014),3.43,Peter Chelsom
114680,Rigor Mortis (Geung si) (2013),3.25,Juno Mak
0,"Dinner,?,Ettore Scola
0,Unfair Competition (Concorrenza sleale) (2001),?,Ettore Scola
114692,"Overnighters,3.57,Jesse Moss
114694,Rock-a-Bye Baby (1958),4.00,Frank Tashlin
114696,Hollywood or Bust (1956),3.25,Norman Taurog
114698,"Bakeneko: A Vengeful Spirit (Kaibyô nori no numa) (Ghost-Cat Cursed Pond,4.50,
114700,"Tribe,3.33,Miroslav Slaboshpitsky
114702,Around the Block (2013),2.00,Sarah Spillane
114704,Space Station 76 (2014),2.57,Jack Plotnick
114707,Horns (2014),3.21,Alexandre Aja
114713,Annabelle (2014),2.41,John R. Leonetti
114715,American Promise (2013),3.75,Joe Brewster
49183,Vital (2004),3.43,Shin'ya Tsukamoto
114721,Bugs Bunny's 3rd Movie: 1001 Rabbit Tales (1982),2.94,Chuck Jones
114723,At Land (1944),3.95,Maya Deren
114725,"Study in Choreography for Camera,4.00,Maya Deren
49200,"Foreign Affair,3.60,Billy Wilder
49205,"Return,2.42,Asif Kapadia
114752,Bloody Pit of Horror (Il boia scarlatto) (Virgins for the Hangman) (1965),2.00,Massimo Pupillo
114754,Fangs of the Living Dead (Malenka) (1969),2.50,Amando de Ossorio
49220,For Your Consideration (2006),3.05,Christopher Guest
114756,Blood Moon (2001),2.83,Thom Fitzgerald
114758,Open Windows (2014),3.00,Nacho Vigalondo
49225,Street Fight (2005),3.77,Marshall Curry
114760,Happy Christmas (2014),3.31,Joe Swanberg
114762,Two Night Stand (2014),3.48,Max Nichols
114764,SS Camp 5: Women's Hell (SS Lager 5: L'inferno delle donne) (1977),3.50,Sergio Garrone
114766,SS Experiment Love Camp (Lager SSadis Kastrat Kommandantur) (1976),3.50,Sergio Garrone
49234,Red Dust (2004),3.29,Tom Hooper
0,Challenge of the Masters (Liu A-Cai yu Huang Fei-Hong) (1976),?,Liu Chia-Liang
114791,Darktown Strutters (Get Down and Boogie) (1975),2.50,William Witney
114793,Time of Eve (Eve no jikan) (2010),3.50,Yasuhiro Yoshiura
114795,Dracula Untold (2014),2.92,Gary Shore (IV)
49263,Fuck (2005),3.30,Steve Anderson (V)
49265,Shooting Dogs (a.k.a. Beyond the Gates) (2005),3.73,Michael Caton-Jones
0,Charles Bradley: Soul of America (2012),?,Poull Brien
114807,Charlie Chan at Monte Carlo (1937),3.00,Eugene Forde
49272,Casino Royale (2006),3.85,Martin Campbell
114809,Charlie Chan at the Circus (1936),3.00,Harry Lachman
49274,Happy Feet (2006),3.13,George Miller
49276,Let's Go to Prison (2006),2.83,Bob Odenkirk
49278,Déjà Vu (Deja Vu) (2006),3.60,Tony Scott
114814,Torrente 3: El protector (2005),2.50,Santiago Segura
49280,Bobby (2006),3.41,Emilio Estevez
49282,Deck the Halls (2006),2.16,John Whitesell
114818,Stretch (2014),3.36,Joe Carnahan
49284,10 Items or Less (2006),3.31,Brad Silberling
49286,"Holiday,3.53,Nancy Meyers
49291,I Wake Up Screaming (1941),3.86,H. Bruce Humberstone
49299,Luna de Avellaneda (2004),3.43,Juan Jose Campanella
114834,Hellgate (1989),3.00,William A. Levey
114836,"Sleeping Car,3.25,Doug Curtis
114838,"Initiation,3.00,Larry Stewart
114842,Room 666 (Chambre 666) (1982),1.25,Wim Wenders
114845,"Rat Savior,2.25,
114847,Autómata (Automata) (2014),3.20,Gabe Ibanez
49312,Snow Cake (2006),3.71,Steve Cosens
114849,The Prince (2014),2.35,Brian A. Miller
49314,Harsh Times (2006),3.19,David Ayer
114852,As I Lay Dying (2013),3.17,James Franco
114854,Nicky's Family (2011),3.83,Matej Minac
114856,"Adventurer: The Curse of the Midas Box,3.30,Jonathan Newman
114859,Charlie Chan at the Olympics (1937),2.17,H. Bruce Humberstone
114861,Charlie Chan at the Opera (1936),2.12,H. Bruce Humberstone
49330,London to Brighton (2006),3.24,Paul Andrew Williams
114873,Stereo (1969),1.75,David Cronenberg
114875,Crimes of the Future (1970),1.88,David Cronenberg
49338,Gacy (2003),2.00,Clive Saunders
114877,Guernica (1950),3.50,Robert Hessens
114883,Gold of Rome (L'oro di Roma) (1961),3.00,
49347,Fast Food Nation (2006),3.14,Richard Linklater
114886,Entity (2012),3.50,Steve Stone
114888,House III: The Horror Show (1989),2.50,David Blyth
114891,Legendary (2010),3.50,Mel Damski
49355,"Bête humaine,3.65,Jean Renoir
0,Sins (1986),?,
0,London Conspiracy (1974),?,
49359,Celine and Julie Go Boating (Celine et Julie vont en bateau) (1974),3.73,Jacques Rivette
114898,Millie (1931),2.50,John Francis Dillon
114900,Stranger on the Prowl (Imbarco a mezzanotte) (1952),3.00,
114902,"War Boys,4.00,Ron Daniels
114904,"Entitled,4.00,
49371,Min and Bill (1930),3.25,George W. Hill
114906,"Magic of Ordinary Days,3.12,Brent Shields
114909,Coelacanth: The Fish That Time Forgot (2001),3.00,
49379,"20,2.83,Michael Curtiz
114922,Ratko: The Dictator's Son (National Lampoon's Ratko: The Dictator's Son) (2009),3.00,Savage Steve Holland
114925,"Captive,3.25,Atom Egoyan
49389,"Great Train Robbery,3.34,Edwin S. Porter
114928,"Scribbler,1.75,John Suits
49394,Simon of the Desert (Simón del desierto) (1965),3.85,Luis Bunuel
114931,Benigni (2009),4.50,
49396,Tenacious D in The Pick of Destiny (2006),3.28,Liam Lynch
114933,Ilo Ilo (2013),4.20,Anthony Chen
114935,Predestination (2014),3.66,Michael Spierig
49402,"Facts of Life,3.12,Melvin Frank
114945,Jack and the Cuckoo-Clock Heart (Jack et la mécanique du coeur) (2013),1.88,Mathias Malzieu
114947,"Red Tent,4.00,Mikhail Kalatozov
49412,It's A Wonderful World (1939),3.78,W.S. Van Dyke
49422,"OSS 117: Cairo,3.64,Michel Hazanavicius
114958,Moomins on the Riviera (Muumit Rivieralla) (2014),2.81,
0,Fara (1999),?,
49435,Reeker (2005),2.58,Dave Payne
114980,Grace Unplugged (2013),3.00,Brad J. Silverman
114984,"Return of Dracula,2.50,Paul Landres
114995,Podwórka (2009),4.00,
49464,Sitting Pretty (1948),3.25,Walter Lang
115004,It's My Mother's Birthday Today (2008),1.50,
115006,Spare Bed-Room (1969),2.00,
115008,Skhizein (2008),2.25,Jeremy Clapin
115011,No Time for Nuts (2006),3.00,Mike Thurmeier
115017,"Christmas Memory,3.50,Glenn Jordan
115021,Alien Nation: The Udara Legacy (1997),3.50,Kenneth Johnson
115023,"Alien Predator (Mutant II) (Falling,1.00,Deran Sarafian
0,Appointment in Tokyo (1945),?,
49494,"Last Hard Men,2.92,Andrew V. McLaglen
0,"Silent One,?,Yvonne Mackay
115040,"Children of Noisy Village,2.50,
115042,More About the Children of Noisy Village (a.k.a. More About the Children of Bullerby Village) (Mer om oss barn i Bullerbyn) (1987),3.50,Lasse Hallstrom
49513,"Brighter Summer Day,3.95,Edward Yang
49518,Moog (2004),3.58,Hans Fjellestad
49524,"Nativity Story,3.34,Catherine Hardwicke
115060,"Haunted Castle,3.50,Tokuzo Tanaka
49526,National Lampoon's Van Wilder: The Rise of Taj (2006),2.50,Mort Nathan
49528,Turistas (2006),2.53,John Stockwell
115065,Justin and the Knights of Valour (2013),1.90,
49530,Blood Diamond (2006),3.88,Edward Zwick
115068,"Bride from Hades,4.00,Satsuo Yamamoto
115071,Jackass Presents: Bad Grandpa .5 (2014),3.71,
115075,"Swan Princess: Escape from Castle Mountain,3.10,Richard Rich
115078,Barnacle Bill (1941),3.50,
115080,Odd Couple (Bo ming chan dao duo ming qiang) (Eternal Conflict) (1979),4.00,Chia Yung Liu
49571,Dracula's Daughter (1936),2.81,Enrique Tovar Avalos
115109,"Lady and the Reaper,3.30,Javier Recio Gracia
115111,Ward 13 (2003),3.70,
115119,Rabbit (2005),3.75,Run Wrake
115122,What We Do in the Shadows (2014),3.80,Taika Waititi
49591,Doc Savage: The Man of Bronze (1975),2.94,Michael Anderson
49593,She (1965),2.25,Robert Day
115130,"Dark Horse,4.25,James Napier Robertson
115133,Tatort: Im Schmerz geboren,4.00,
115135,Corn Island (Simindis kundzuli) (2014),4.25,George Ovashvili
0,Celine: Through the Eyes of the World (2010),?,Stephane Laportd
